Organisation Name,Purchase_Order_Number,Order_Date,Total_Value,Supplier_Name,Account_Name,Service
Rochdale Borough Council,w1001931,2018-10-01,194327.91,NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,AGENCY STAFF,COMMISSIONING AND STATUTORY
Rochdale Borough Council,d3000784,2018-10-01,59312.78,KABERRY CONSTRUCTION LIMITED,MINOR BUILDING WORKS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1007054,2018-10-01,10000.00,NORTHGATE PUBLIC SERVICES UK LTD,POSTAGE,RESOURCES
Rochdale Borough Council,x1016324,2018-10-01,6085.19,ROSS CARE,EQUIPMENT - GENERAL,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1007055,2018-10-02,25252.50,BLOOM PROCUREMENT SERVICES LTD,AGENCY STAFF,RESOURCES
Rochdale Borough Council,ph103063,2018-10-02,9466.50,RIS PRODUCTS LTD,CONTRACTED SERVICES,PUBLIC HEALTH
Rochdale Borough Council,d1078788,2018-10-02,9125.00,ROCHDALE MEMORIAL SERVICE LTD,FIXTURES & FITTINGS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1026723,2018-10-02,7500.00,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,LEGAL SERVICES EXTERNAL,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1026721,2018-10-02,6645.00,AXIOM EDUCATION ROCHDALE LIMITED,"DEV CAP - NEW CONSTRUCTION,CONVERSION",EARLY HELP AND SCHOOLS
Rochdale Borough Council,d3000786,2018-10-02,5000.00,ROCHDALE ELECTRICAL DISTRIBUTORS,BUILDING MATERIALS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3000787,2018-10-02,5000.00,ROCHDALE ELECTRICAL DISTRIBUTORS,BUILDING MATERIALS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,x1016344,2018-10-03,9000.00,BARNARDOS,ADOPTION PAYMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1078836,2018-10-03,7540.00,MIDDLETON CARS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1078832,2018-10-03,7280.00,STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1078829,2018-10-03,6550.00,STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,r1001925,2018-10-03,24583.44,BRAHM FUNDCO 2 LTD,PFI SCHEMES RPI,ECONOMY DIRECTORATE
Rochdale Borough Council,f1007062,2018-10-03,8477.04,BINDMONT PRINT SERVICES LTD,PRINTING & STATIONERY,RESOURCES
Rochdale Borough Council,s1023560,2018-10-03,5145.08,STANNAH LIFT SERVICES LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,d1078791,2018-10-03,5067.00,JOSEPH NOBLETT,"TREES, SHRUBS, PLANTS",NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1078858,2018-10-04,13259.00,PETRUS,GRANTS TO THE VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2000666,2018-10-04,7823.33,EXPERIAN LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,ph103075,2018-10-04,6457.71,BRAHM FUNDCO 1 LTD,RENTS,PUBLIC HEALTH
Rochdale Borough Council,s1023567,2018-10-04,5969.00,STANNAH LIFT SERVICES LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,ph103076,2018-10-04,5034.39,ROCHDALE HOUSING INITIATIVE,CONTRACTED SERVICES,PUBLIC HEALTH
